A valid repository for "Hatchelorette" could not be found in the following locations:
Hatchelorette
C:\Users\Jeff/.cookiecutters/Hatchelorette
         336164 function calls (327325 primitive calls) in 2.969 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 inspect.py:2807(name)
        1    0.000    0.000    0.000    0.000 _compat.py:49(get_first_param_type)
        1    0.000    0.000    0.000    0.000 inspect.py:3102(parameters)
        1    0.000    0.000    0.000    0.000 inspect.py:2815(annotation)
        1    0.000    0.000    0.000    0.000 _compat.py:62(get_return_type)
        1    0.000    0.000    0.000    0.000 inspect.py:3106(return_annotation)
        1    0.000    0.000    0.000    0.000 _make.py:2034(_assign_with_converter)
        1    0.000    0.000    0.000    0.000 _make.py:2867(_fmt_converter_call)
        2    0.000    0.000    0.000    0.000 _make.py:2859(_get_global_name)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:667(_OrValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._OrValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 _cmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _next_gen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version_info.py:10(VersionInfo)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:37(AttrsInstance)
       36    0.000    0.000    0.000    0.000 enum.py:1312(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:81(_make_getattr)
        3    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:4(RichRenderable)
        1    0.000    0.000    0.000    0.000 pretty.py:253(Pretty)
       11    0.000    0.000    0.000    0.000 :0(keys)
        1    0.000    0.000    0.000    0.000 pretty.py:408(Node)
        6    0.000    0.000    0.000    0.000 dataclasses.py:351(__init__)
        8    0.000    0.000    0.000    0.000 :0(vars)
       58    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
       53    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
       53    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
       58    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_classvar)
        6    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
       59    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:412(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:429(__init__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:610(_init_fn)
       53    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
       53    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       53    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
       18    0.000    0.000    0.000    0.000 dataclasses.py:437(add_fn)
       30    0.000    0.000    0.000    0.000 dataclasses.py:865(_set_new_attribute)
       59    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        6    0.000    0.000    0.000    0.000 dataclasses.py:470(add_fns_to_class)
        6    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
       59    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        1    0.000    0.000    0.000    0.000 pretty.py:493(_Line)
        1    0.000    0.000    0.000    0.000 region.py:1(<module>)
        1    0.000    0.000    0.000    0.000 region.py:4(Region)
        1    0.000    0.000    0.000    0.000 panel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 box.py:1(<module>)
        1    0.000    0.000    0.000    0.000 box.py:10(Box)
       19    0.000    0.000    0.000    0.000 box.py:27(__init__)
      155    0.000    0.000    0.000    0.000 :0(iter)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:19(Padding)
        1    0.000    0.000    0.000    0.000 panel.py:17(Panel)
        1    0.000    0.000    0.000    0.000 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:179(Fraction)
        7    0.000    0.000    0.000    0.000 fractions.py:582(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 _ratio.py:6(Edge)
        1    0.000    0.000    0.000    0.000 table.py:38(Column)
        2    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
       15    0.000    0.000    0.000    0.000 dataclasses.py:709(_is_type)
       30    0.000    0.000    0.000    0.000 :0(group)
        1    0.000    0.000    0.000    0.000 table.py:132(Row)
        1    0.000    0.000    0.000    0.000 table.py:143(_Cell)
        1    0.000    0.000    0.000    0.000 screen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 screen.py:18(Screen)
        1    0.000    0.000    0.000    0.000 styled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 styled.py:11(Styled)
        1    0.000    0.000    0.000    0.000 console.py:79(NoChange)
        4    0.000    0.000    0.000    0.000 :0(fileno)
        1    0.000    0.000    0.000    0.000 console.py:109(ConsoleDimensions)
        1    0.000    0.000    0.000    0.000 console.py:118(ConsoleOptions)
        1    0.000    0.000    0.000    0.000 console.py:252(RichCast)
        1    0.000    0.000    0.000    0.000 console.py:262(ConsoleRenderable)
        1    0.000    0.000    0.000    0.000 console.py:282(CaptureError)
        1    0.000    0.000    0.000    0.000 console.py:286(NewLine)
        1    0.000    0.000    0.000    0.000 console.py:298(ScreenUpdate)
        1    0.000    0.000    0.000    0.000 console.py:316(Capture)
        1    0.000    0.000    0.000    0.000 console.py:349(ThemeContext)
        1    0.000    0.000    0.000    0.000 console.py:370(PagerContext)
        1    0.000    0.000    0.000    0.000 console.py:409(ScreenContext)
        1    0.000    0.000    0.000    0.000 console.py:456(Group)
        1    0.000    0.000    0.000    0.000 console.py:541(ConsoleThreadLocals)
        1    0.000    0.000    0.000    0.000 console.py:550(RenderHook)
        1    0.000    0.000    0.000    0.000 prompt.py:11(PromptError)
        1    0.000    0.000    0.000    0.000 prompt.py:15(InvalidResponse)
        1    0.000    0.000    0.000    0.000 prompt.py:30(PromptBase)
        1    0.000    0.000    0.000    0.000 prompt.py:304(Prompt)
        1    0.000    0.000    0.000    0.000 prompt.py:316(IntPrompt)
        1    0.000    0.000    0.000    0.000 prompt.py:328(FloatPrompt)
        1    0.000    0.000    0.000    0.000 prompt.py:340(Confirm)
        1    0.000    0.000    0.000    0.000 prompt.py:37(YesNoPrompt)
        1    0.000    0.000    0.000    0.000 prompt.py:156(JsonPrompt)
        1    0.000    0.000    0.000    0.000 replay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMACompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:701(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:802(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:845(_Tellable)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:2113(PyZipFile)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:7(Translator)
        1    0.000    0.000    0.000    0.000 __init__.py:83(InitializedState)
        1    0.000    0.000    0.000    0.000 __init__.py:101(CompleteDirs)
        1    0.000    0.000    0.000    0.000 __init__.py:176(FastLookup)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:210(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:330(_PollLikeSelector)
        4    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      225    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      226    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:32(HeaderWriteError)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:48(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:51(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:54(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:57(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:60(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:65(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:68(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:71(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:74(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:77(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:80(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:91(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:108(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:111(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:116(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:176(HTTPMethod)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        7    0.000    0.000    0.000    0.000 :0(encode)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 :0(rsplit)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 :0(mro)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:533(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
